metric_key,metric_name,business_unit,show_scope,partner_scope,channel_scope,frequency,source_role,source_system,how_counted,reference_doc,status_note,source_row_ref
fixed_costs,Fixed costs,b2c_moscow,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,Отчет о прибылях и убытках по периоду (6).xlsx:row_36
fixed_costs,Fixed costs,b2c_spb,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,Отчет о прибылях и убытках по периоду (8).xlsx:row_29
fixed_costs,Fixed costs,franchise,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,Отчет о прибылях и убытках по периоду (9).xlsx:row_19
fixed_costs,Fixed costs,general,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,Отчет о прибылях и убытках по периоду (7).xlsx:row_17
fixed_costs,Fixed costs,total,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,Отчет о прибылях и убытках по периоду (5).xlsx:row_43
investment_costs,Investment costs,b2c_moscow,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,Отчет о прибылях и убытках по периоду (6).xlsx:row_11
investment_costs,Investment costs,total,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,Отчет о прибылях и убытках по периоду (5).xlsx:row_16
cost_article_expense_rashody_peremennye_investitsii_novyy_spektakl,Cost article - Новый спектакль,b2c_moscow,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,Отчет о прибылях и убытках по периоду_Msc.xlsx:row_11
cost_article_expense_rashody_peremennye_investitsii_novyy_spektakl,Cost article - Новый спектакль,b2c_spb,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,Отчет о прибылях и убытках по периоду_Spb.xlsx:row_12
cost_article_expense_rashody_peremennye_investitsii_remont_v_malom_zale,Cost article - Ремонт в Малом зале,b2c_spb,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,Отчет о прибылях и убытках по периоду_Spb.xlsx:row_11
marketing_costs,Marketing costs,b2b,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,B2B.xlsx:row_18
marketing_costs,Marketing costs,b2b,general,general,marketing_channel_names,week,primary,yandex_direct,Reports API CAMPAIGN_PERFORMANCE_REPORT; weekly sum of Cost with IncludeVAT=YES and IncludeDiscount=NO,/Users/Peter/Documents/Morpheus Metrics/docs/external_apis/yandex_direct.md,,refined_2026_05_01
marketing_costs,Marketing costs,b2b,general,general,marketing_channel_names,week,reference,yandex_metrica,,/Users/Peter/Documents/Morpheus Metrics/docs/yandex_metrica_weekly_fact_ingestion.md,"Keep as analytical/reference slice only, not source of truth for fact-layer spend.",refined_2026_05_01
marketing_costs,Marketing costs,b2c_moscow,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,Отчет о прибылях и убытках по периоду (6).xlsx:row_29
marketing_costs,Marketing costs,b2c_moscow,general,general,marketing_channel_names,week,primary,yandex_direct,Reports API CAMPAIGN_PERFORMANCE_REPORT; weekly sum of Cost with IncludeVAT=YES and IncludeDiscount=NO,/Users/Peter/Documents/Morpheus Metrics/docs/external_apis/yandex_direct.md,,refined_2026_05_01
marketing_costs,Marketing costs,b2c_moscow,general,general,marketing_channel_names,week,reference,yandex_metrica,,/Users/Peter/Documents/Morpheus Metrics/docs/yandex_metrica_weekly_fact_ingestion.md,"Keep as analytical/reference slice only, not source of truth for fact-layer spend.",refined_2026_05_01
marketing_costs,Marketing costs,b2c_spb,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,Отчет о прибылях и убытках по периоду (8).xlsx:row_22
marketing_costs,Marketing costs,b2c_spb,general,general,marketing_channel_names,week,primary,yandex_direct,Reports API CAMPAIGN_PERFORMANCE_REPORT; weekly sum of Cost with IncludeVAT=YES and IncludeDiscount=NO,/Users/Peter/Documents/Morpheus Metrics/docs/external_apis/yandex_direct.md,,refined_2026_05_01
marketing_costs,Marketing costs,b2c_spb,general,general,marketing_channel_names,week,reference,yandex_metrica,,/Users/Peter/Documents/Morpheus Metrics/docs/yandex_metrica_weekly_fact_ingestion.md,"Keep as analytical/reference slice only, not source of truth for fact-layer spend.",refined_2026_05_01
marketing_costs,Marketing costs,general,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,Отчет о прибылях и убытках по периоду (7).xlsx:row_13
marketing_costs,Marketing costs,total,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,Отчет о прибылях и убытках по периоду (5).xlsx:row_36
yandex_direct_conversion_revenue,Performance marketing revenue,b2c_moscow,general,general,marketing_channel_names,week,primary,yandex_metrica,"Metrica Stat API ym:s:favoriteGoalsConvertedRUBRevenue with attribution=automatic; dimensions ym:s:<attribution>TrafficSource + ym:s:<attribution>AdvEngine; sum ad/ya_direct and ad/ya_undefined",/Users/Peter/Documents/Morpheus Metrics/docs/external_apis/yandex_metrica.md,"Legacy metric key retained for compatibility; this is real goal revenue from Metrica, not Direct Reports API Revenue.",performance_revenue_metrica_2026_06_02
yandex_direct_conversion_revenue,Performance marketing revenue,b2c_spb,general,general,marketing_channel_names,week,primary,yandex_metrica,"Metrica Stat API ym:s:favoriteGoalsConvertedRUBRevenue with attribution=automatic; dimensions ym:s:<attribution>TrafficSource + ym:s:<attribution>AdvEngine; sum ad/ya_direct and ad/ya_undefined",/Users/Peter/Documents/Morpheus Metrics/docs/external_apis/yandex_metrica.md,"Legacy metric key retained for compatibility; this is real goal revenue from Metrica, not Direct Reports API Revenue.",performance_revenue_metrica_2026_06_02
yandex_direct_conversion_revenue,Performance marketing revenue,b2c_moscow,general,general,marketing_channel_names,month,primary,yandex_metrica,"Metrica Stat API ym:s:favoriteGoalsConvertedRUBRevenue with attribution=automatic; dimensions ym:s:<attribution>TrafficSource + ym:s:<attribution>AdvEngine; sum ad/ya_direct and ad/ya_undefined",/Users/Peter/Documents/Morpheus Metrics/docs/external_apis/yandex_metrica.md,"Legacy metric key retained for compatibility; this is real goal revenue from Metrica, not Direct Reports API Revenue.",performance_revenue_metrica_2026_06_02
yandex_direct_conversion_revenue,Performance marketing revenue,b2c_spb,general,general,marketing_channel_names,month,primary,yandex_metrica,"Metrica Stat API ym:s:favoriteGoalsConvertedRUBRevenue with attribution=automatic; dimensions ym:s:<attribution>TrafficSource + ym:s:<attribution>AdvEngine; sum ad/ya_direct and ad/ya_undefined",/Users/Peter/Documents/Morpheus Metrics/docs/external_apis/yandex_metrica.md,"Legacy metric key retained for compatibility; this is real goal revenue from Metrica, not Direct Reports API Revenue.",performance_revenue_metrica_2026_06_02
metrica_tracked_purchase_visits,Metrica tracked purchase visits,b2c_moscow,general,general,general,week,primary,yandex_metrica,Reporting API purchase goal sessions by counter and week,/Users/Peter/Documents/Morpheus Metrics/docs/external_apis/yandex_metrica.md,,tracked_purchase_2026_05_30
metrica_tracked_purchase_visits,Metrica tracked purchase visits,b2c_moscow,general,general,marketing_channel_names,week,primary,yandex_metrica,Reporting API purchase goal sessions grouped by last traffic source and ad engine,/Users/Peter/Documents/Morpheus Metrics/docs/external_apis/yandex_metrica.md,,tracked_purchase_2026_05_30
metrica_tracked_purchase_visits,Metrica tracked purchase visits,b2c_spb,general,general,general,week,primary,yandex_metrica,Reporting API purchase goal sessions by counter and week,/Users/Peter/Documents/Morpheus Metrics/docs/external_apis/yandex_metrica.md,,tracked_purchase_2026_05_30
metrica_tracked_purchase_visits,Metrica tracked purchase visits,b2c_spb,general,general,marketing_channel_names,week,primary,yandex_metrica,Reporting API purchase goal sessions grouped by last traffic source and ad engine,/Users/Peter/Documents/Morpheus Metrics/docs/external_apis/yandex_metrica.md,,tracked_purchase_2026_05_30
net_profit,Net profit,b2b,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,B2B.xlsx:row_45
net_profit,Net profit,b2c_moscow,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,Отчет о прибылях и убытках по периоду (6).xlsx:row_65
net_profit,Net profit,b2c_spb,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,Отчет о прибылях и убытках по периоду (8).xlsx:row_59
